"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR1191866","ERR1191867","ERR1191869"
"xerC_8","","Tyrosine recombinase XerC","3","3","1","1","1060","","","","797","797","797","CPJADAKE_02078","EJKBOHLF_02174","MCNKEKOJ_01604"
"group_1564","","hypothetical protein","3","3","1","1","93","","","","566","566","566","CPJADAKE_01431","EJKBOHLF_00937","MCNKEKOJ_00792"
"sdhB","","L-serine dehydratase, beta chain","3","3","1","1","1439","","","","671","671","671","CPJADAKE_00387","EJKBOHLF_01165","MCNKEKOJ_01465"
"sorB","","PTS system sorbose-specific EIIB component","3","3","1","1","961","","","","476","476","476","CPJADAKE_01366","EJKBOHLF_00841","MCNKEKOJ_01234"
"group_1567","","hypothetical protein","3","3","1","2","21","","","","923","923","923","CPJADAKE_02008","EJKBOHLF_01997","MCNKEKOJ_01052"
"group_1568","","hypothetical protein","3","3","1","1","610","","","","953","953","953","CPJADAKE_01685","EJKBOHLF_00005","MCNKEKOJ_00670"
"yabA","","Initiation-control protein YabA","3","3","1","2","141","","","","317","317","317","CPJADAKE_01537","EJKBOHLF_01553","MCNKEKOJ_01543"
"group_157","","hypothetical protein","3","3","1","3","151","","","","521","1178","803","CPJADAKE_01088","EJKBOHLF_00570","MCNKEKOJ_00387"
"group_1570","","NADH:quinone reductase","3","3","1","1","1135","","","","974","974","974","CPJADAKE_00061","EJKBOHLF_00251","MCNKEKOJ_00870"
"group_1571","","hypothetical protein","3","3","1","1","521","","","","956","956","956","CPJADAKE_00695","EJKBOHLF_01459","MCNKEKOJ_01679"
"purA","","Adenylosuccinate synthetase","3","3","1","1","1003","","","","1328","1328","1328","CPJADAKE_02081","EJKBOHLF_02160","MCNKEKOJ_01866"
"pstB3_2","","Phosphate import ATP-binding protein PstB 3","3","3","1","1","387","","","","758","758","758","CPJADAKE_00219","EJKBOHLF_00388","MCNKEKOJ_00313"
"rpsU","","30S ribosomal protein S21","3","3","1","1","404","","","","176","176","176","CPJADAKE_00201","EJKBOHLF_00406","MCNKEKOJ_00296"
"rex","","Redox-sensing transcriptional repressor Rex","3","3","1","1","178","","","","641","641","641","CPJADAKE_01396","EJKBOHLF_00795","MCNKEKOJ_01918"
"cdaA","","Cyclic di-AMP synthase CdaA","3","3","1","1","826","","","","857","857","857","CPJADAKE_01276","EJKBOHLF_00166","MCNKEKOJ_00162"
"xseB","","Exodeoxyribonuclease 7 small subunit","3","3","1","5","10","","","","212","212","212","CPJADAKE_00358","EJKBOHLF_01798","MCNKEKOJ_01762"
"ktrA","","Ktr system potassium uptake protein A","3","3","1","1","947","","","","665","665","665","CPJADAKE_01378","EJKBOHLF_00829","MCNKEKOJ_01221"
"group_1579","","hypothetical protein","3","3","1","1","960","","","","905","905","905","CPJADAKE_01367","EJKBOHLF_00840","MCNKEKOJ_01233"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ","3","3","1","1","1106","","","","740","740","740","CPJADAKE_00091","EJKBOHLF_00279","MCNKEKOJ_00898"
"group_1581","","hypothetical protein","3","3","1","11","8","","","","146","146","146","CPJADAKE_01995","EJKBOHLF_01143","MCNKEKOJ_01889"
"cof","","HMP-PP phosphatase","3","3","1","7","55","","","","1388","1388","1388","CPJADAKE_00904","EJKBOHLF_02067","MCNKEKOJ_01027"
"group_1583","","hypothetical protein","3","3","1","1","1138","","","","434","434","434","CPJADAKE_00058","EJKBOHLF_00248","MCNKEKOJ_00867"
"cls","","Cardiolipin synthase","3","3","1","1","1347","","","","1532","1532","1532","CPJADAKE_00816","EJKBOHLF_00322","MCNKEKOJ_00552"
"qmcA","","Protein QmcA","3","3","1","3","181","","","","899","899","899","CPJADAKE_01067","EJKBOHLF_00549","MCNKEKOJ_00365"
"fabD","","Malonyl CoA-acyl carrier protein transacylase","3","3","1","1","1134","","","","920","920","920","CPJADAKE_00062","EJKBOHLF_00252","MCNKEKOJ_00871"
"ilvB","","Acetolactate synthase large subunit","3","3","1","1","1113","","","","1700","1700","1700","CPJADAKE_00084","EJKBOHLF_00272","MCNKEKOJ_00891"
"group_1588","","hypothetical protein","3","3","1","2","52","","","","236","236","236","CPJADAKE_01204","EJKBOHLF_01278","MCNKEKOJ_01084"
"group_1589","","hypothetical protein","3","3","1","8","22","","","","659","659","659","CPJADAKE_01285","EJKBOHLF_01928","MCNKEKOJ_01104"
"glpK","","Glycerol kinase","3","3","1","3","144","","","","989","1508","1335","CPJADAKE_01095","EJKBOHLF_00576","MCNKEKOJ_00394"
"rpsM","","30S ribosomal protein S13","3","3","1","1","1315","","","","365","365","365","CPJADAKE_00848","EJKBOHLF_00354","MCNKEKOJ_00520"
"rpoZ","","DNA-directed RNA polymerase subunit omega","3","3","1","1","628","","","","314","314","314","CPJADAKE_01703","EJKBOHLF_00023","MCNKEKOJ_00651"
"efp","","Elongation factor P","3","3","1","1","1121","","","","560","560","560","CPJADAKE_00075","EJKBOHLF_00264","MCNKEKOJ_00883"
"typA","","GTP-binding protein TypA/BipA","3","3","1","4","93","","","","1841","1841","1841","CPJADAKE_00976","EJKBOHLF_00602","MCNKEKOJ_01410"
"melD","","Melibiose/raffinose/stachyose import permease protein MelD","3","3","1","13","5","","","","866","866","866","CPJADAKE_01928","EJKBOHLF_01776","MCNKEKOJ_01809"
"group_1595","","hypothetical protein","3","3","1","1","746","","","","629","629","629","CPJADAKE_00712","EJKBOHLF_00135","MCNKEKOJ_00072"
"group_1596","","Multidrug efflux system ATP-binding protein","3","3","1","1","645","","","","893","893","893","CPJADAKE_01563","EJKBOHLF_00040","MCNKEKOJ_00634"
"group_1597","","hypothetical protein","3","3","1","1","180","","","","347","347","347","CPJADAKE_01394","EJKBOHLF_00797","MCNKEKOJ_01916"
"rplM","","50S ribosomal protein L13","3","3","1","1","1249","","","","446","446","446","CPJADAKE_00560","EJKBOHLF_01608","MCNKEKOJ_02033"
"ldh","","L-lactate dehydrogenase","3","3","1","5","22","","","","986","986","986","CPJADAKE_00346","EJKBOHLF_01786","MCNKEKOJ_01750"
"hup","","DNA-binding protein HU","3","3","1","1","196","","","","275","275","275","CPJADAKE_01015","EJKBOHLF_00813","MCNKEKOJ_01650"
"group_1601","","hypothetical protein","3","3","1","1","90","","","","161","161","161","CPJADAKE_01433","EJKBOHLF_00934","MCNKEKOJ_00794"
"lacR_1","","Lactose phosphotransferase system repressor","3","3","1","2","40","","","","740","740","740","CPJADAKE_01190","EJKBOHLF_01291","MCNKEKOJ_01073"
"gmk","","Guanylate kinase","3","3","1","1","627","","","","626","626","626","CPJADAKE_01702","EJKBOHLF_00022","MCNKEKOJ_00652"
"group_1604","","hypothetical protein","3","3","1","1","644","","","","617","617","617","CPJADAKE_01562","EJKBOHLF_00039","MCNKEKOJ_00635"
"group_1605","","hypothetical protein","3","3","1","1","1369","","","","458","458","458","CPJADAKE_00449","EJKBOHLF_00299","MCNKEKOJ_00574"
"group_1606","","hypothetical protein","3","3","1","1","701","","","","263","263","263","CPJADAKE_00492","EJKBOHLF_00091","MCNKEKOJ_00031"
"spsB","","Signal peptidase IB","3","3","1","1","1150","","","","614","614","614","CPJADAKE_00046","EJKBOHLF_00236","MCNKEKOJ_00855"
"tenA_1","","Aminopyrimidine aminohydrolase","3","3","1","4","116","","","","668","668","668","CPJADAKE_01938","EJKBOHLF_01906","MCNKEKOJ_01433"
"group_1609","","hypothetical protein","3","3","1","1","1231","","","","641","641","641","CPJADAKE_00578","EJKBOHLF_01674","MCNKEKOJ_01358"
"group_161","","hypothetical protein","3","3","1","9","35","","","","386","404","392","CPJADAKE_01131","EJKBOHLF_01020","MCNKEKOJ_01296"
"rpsS","","30S ribosomal protein S19","3","3","1","1","1335","","","","281","281","281","CPJADAKE_00828","EJKBOHLF_00334","MCNKEKOJ_00540"
"group_1611","","putative protein","3","3","1","2","91","","","","491","491","491","CPJADAKE_01612","EJKBOHLF_00739","MCNKEKOJ_01633"
"csbB","","Putative glycosyltransferase CsbB","3","3","1","1","741","","","","971","971","971","CPJADAKE_00707","EJKBOHLF_00130","MCNKEKOJ_00068"
"group_1613","","hypothetical protein","3","3","1","1","1357","","","","944","944","944","CPJADAKE_00461","EJKBOHLF_00311","MCNKEKOJ_00562"
"manX_1","","PTS system mannose-specific EIIAB component","3","3","1","1","958","","","","338","338","338","CPJADAKE_01369","EJKBOHLF_00838","MCNKEKOJ_01231"
"murI","","Glutamate racemase","3","3","1","8","10","","","","794","794","794","CPJADAKE_01331","EJKBOHLF_02052","MCNKEKOJ_01148"
"rplJ","","50S ribosomal protein L10","3","3","1","1","347","","","","500","500","500","CPJADAKE_01653","EJKBOHLF_02092","MCNKEKOJ_01936"
"pstC","","Phosphate transport system permease protein PstC","3","3","1","1","390","","","","917","917","917","CPJADAKE_00216","EJKBOHLF_00391","MCNKEKOJ_00310"
"mreC","","Cell shape-determining protein MreC","3","3","1","3","113","","","","818","818","818","CPJADAKE_00768","EJKBOHLF_01545","MCNKEKOJ_00425"
"group_1619","","hypothetical protein","3","3","1","6","65","","","","956","956","956","CPJADAKE_00611","EJKBOHLF_01861","MCNKEKOJ_01202"
"thrC","","Threonine synthase","3","3","1","9","55","","","","1484","1484","1484","CPJADAKE_01150","EJKBOHLF_01036","MCNKEKOJ_01314"
"group_1620","","hypothetical protein","3","3","1","1","1350","","","","305","305","305","CPJADAKE_00813","EJKBOHLF_00318","MCNKEKOJ_00555"
"licA_1","","Lichenan-specific phosphotransferase enzyme IIA component","3","3","1","1","1293","","","","320","320","320","CPJADAKE_00870","EJKBOHLF_00370","MCNKEKOJ_00504"
"group_1622","","hypothetical protein","3","3","1","15","2","","","","533","533","533","CPJADAKE_02063","EJKBOHLF_02151","MCNKEKOJ_02011"
"aroF","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive","3","3","1","1","664","","","","1031","1031","1031","CPJADAKE_01582","EJKBOHLF_00058","MCNKEKOJ_00616"
"sorA","","PTS system sorbose-specific EIIC component","3","3","1","1","1260","","","","803","803","803","CPJADAKE_00549","EJKBOHLF_01597","MCNKEKOJ_01737"
"murA1_2","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","3","3","1","1","167","","","","1259","1259","1259","CPJADAKE_01405","EJKBOHLF_00785","MCNKEKOJ_00725"
"group_1626","","hypothetical protein","3","3","1","3","61","","","","368","368","368","CPJADAKE_00800","EJKBOHLF_00949","MCNKEKOJ_00479"
"apbE","","FAD:protein FMN transferase","3","3","1","1","910","","","","923","923","923","CPJADAKE_00160","EJKBOHLF_00455","MCNKEKOJ_00245"
"group_1628","","hypothetical protein","3","3","1","1","829","","","","374","374","374","CPJADAKE_01273","EJKBOHLF_00169","MCNKEKOJ_00165"
"group_1629","","hypothetical protein","3","3","1","1","1311","","","","266","266","266","CPJADAKE_00852","EJKBOHLF_00358","MCNKEKOJ_00516"
"group_1630","","hypothetical protein","3","3","1","1","575","","","","566","566","566","CPJADAKE_01458","EJKBOHLF_01429","MCNKEKOJ_00697"
"smpB","","SsrA-binding protein","3","3","1","2","107","","","","467","467","467","CPJADAKE_01597","EJKBOHLF_00723","MCNKEKOJ_01617"
"eno","","Enolase","3","3","1","1","210","","","","1304","1304","1304","CPJADAKE_01029","EJKBOHLF_00827","MCNKEKOJ_01636"
"prs","","Ribose-phosphate pyrophosphokinase","3","3","1","1","996","","","","968","968","968","CPJADAKE_01337","EJKBOHLF_02083","MCNKEKOJ_01859"
"skfE","","SkfA peptide export ATP-binding protein SkfE","3","3","1","1","648","","","","695","695","695","CPJADAKE_01566","EJKBOHLF_00043","MCNKEKOJ_00631"
"yycJ","","Putative metallo-hydrolase YycJ","3","3","1","5","26","","","","809","809","809","CPJADAKE_00342","EJKBOHLF_01190","MCNKEKOJ_00901"
"rpsI","","30S ribosomal protein S9","3","3","1","1","1248","","","","392","392","392","CPJADAKE_00561","EJKBOHLF_01609","MCNKEKOJ_02032"
"group_1637","","hypothetical protein","3","3","1","8","70","","","","521","521","521","CPJADAKE_01329","EJKBOHLF_02050","MCNKEKOJ_01146"
"atpD","","ATP synthase subunit beta","3","3","1","1","881","","","","1406","1406","1406","CPJADAKE_00131","EJKBOHLF_01894","MCNKEKOJ_00215"
"spxA_2","","Regulatory protein Spx","3","3","1","1","1354","","","","398","398","398","CPJADAKE_00809","EJKBOHLF_00314","MCNKEKOJ_00559"
"group_1640","","hypothetical protein","3","3","1","6","58","","","","557","557","557","CPJADAKE_00604","EJKBOHLF_01854","MCNKEKOJ_01209"
"group_1641","","Putative two-component membrane permease complex subunit SMU_747c","3","3","1","2","67","","","","905","905","905","CPJADAKE_01219","EJKBOHLF_01962","MCNKEKOJ_01513"
"group_1642","","hypothetical protein","3","3","1","6","79","","","","530","530","530","CPJADAKE_00625","EJKBOHLF_01249","MCNKEKOJ_01188"
"pta","","Phosphate acetyltransferase","3","3","1","1","187","","","","974","974","974","CPJADAKE_01387","EJKBOHLF_00804","MCNKEKOJ_01909"
"rpsL","","30S ribosomal protein S12","3","3","1","1","1272","","","","413","413","413","CPJADAKE_00537","EJKBOHLF_01369","MCNKEKOJ_01981"
"saeR","","Response regulator SaeR","3","3","1","1","1418","","","","698","698","698","CPJADAKE_00366","EJKBOHLF_01185","MCNKEKOJ_02021"
"rplS","","50S ribosomal protein L19","3","3","1","5","100","","","","347","347","347","CPJADAKE_00268","EJKBOHLF_01106","MCNKEKOJ_00967"
"cvfB","","Conserved virulence factor B","3","3","1","2","136","","","","854","854","854","CPJADAKE_01542","EJKBOHLF_00695","MCNKEKOJ_01971"
"group_1648","","hypothetical protein","3","3","1","5","25","","","","242","242","242","CPJADAKE_00343","EJKBOHLF_01189","MCNKEKOJ_01747"
"ppc","","Phosphoenolpyruvate carboxylase","3","3","1","1","154","","","","2696","2696","2696","CPJADAKE_01418","EJKBOHLF_01320","MCNKEKOJ_00738"
"iscS_1","","Cysteine desulfurase IscS","3","3","1","2","46","","","","1142","1202","1162","CPJADAKE_01195","EJKBOHLF_01286","MCNKEKOJ_01078"
"group_1650","","hypothetical protein","3","3","1","11","16","","","","815","815","815","CPJADAKE_01745","EJKBOHLF_01125","MCNKEKOJ_01722"
"rplL","","50S ribosomal protein L7/L12","3","3","1","1","346","","","","368","368","368","CPJADAKE_01654","EJKBOHLF_02091","MCNKEKOJ_01935"
"yrrK","","Putative pre-16S rRNA nuclease","3","3","1","1","1351","","","","419","419","419","CPJADAKE_00812","EJKBOHLF_00317","MCNKEKOJ_00556"
"fabF","","3-oxoacyl-[acyl-carrier-protein] synthase 2","3","3","1","1","1132","","","","1235","1235","1235","CPJADAKE_00064","EJKBOHLF_00254","MCNKEKOJ_00873"
"group_1654","","putative protein","3","3","1","1","1115","","","","365","365","365","CPJADAKE_00082","EJKBOHLF_00270","MCNKEKOJ_00889"
"ykuT","","putative MscS family protein YkuT","3","3","1","1","613","","","","560","560","560","CPJADAKE_01688","EJKBOHLF_00008","MCNKEKOJ_00667"
"niaR","","putative transcription repressor NiaR","3","3","1","5","35","","","","515","515","515","CPJADAKE_00333","EJKBOHLF_01199","MCNKEKOJ_00910"
"group_1657","","hypothetical protein","3","3","1","1","89","","","","209","209","209","CPJADAKE_01434","EJKBOHLF_00933","MCNKEKOJ_00795"
"group_1658","","hypothetical protein","3","3","1","1","1107","","","","215","215","215","CPJADAKE_00090","EJKBOHLF_00278","MCNKEKOJ_00897"
"prs2","","Putative ribose-phosphate pyrophosphokinase 2","3","3","1","1","182","","","","959","959","959","CPJADAKE_01392","EJKBOHLF_00799","MCNKEKOJ_01914"
"group_166","","hypothetical protein","3","3","1","2","65","","","","698","716","710","CPJADAKE_01217","EJKBOHLF_01960","MCNKEKOJ_01097"
"group_1660","","hypothetical protein","3","3","1","1","1463","","","","185","185","185","CPJADAKE_00415","EJKBOHLF_01451","MCNKEKOJ_00605"
"group_1661","","hypothetical protein","3","3","1","1","1006","","","","236","236","236","CPJADAKE_02080","EJKBOHLF_02159","MCNKEKOJ_01867"
"thyA","","Thymidylate synthase","3","3","1","4","81","","","","839","839","839","CPJADAKE_00988","EJKBOHLF_00614","MCNKEKOJ_01775"
"group_1663","","hypothetical protein","3","3","1","9","34","","","","302","302","302","CPJADAKE_01130","EJKBOHLF_01019","MCNKEKOJ_01295"
"acpA","","Acyl carrier protein","3","3","1","1","1136","","","","224","224","224","CPJADAKE_00060","EJKBOHLF_00250","MCNKEKOJ_00869"
"rpsF","","30S ribosomal protein S6","3","3","1","1","848","","","","290","290","290","CPJADAKE_01254","EJKBOHLF_00188","MCNKEKOJ_00182"
"clpP","","ATP-dependent Clp protease proteolytic subunit","3","3","1","6","61","","","","590","590","590","CPJADAKE_00607","EJKBOHLF_01857","MCNKEKOJ_01206"
"group_1667","","hypothetical protein","3","3","1","4","50","","","","818","818","818","CPJADAKE_01515","EJKBOHLF_00751","MCNKEKOJ_01851"
"rplU","","50S ribosomal protein L21","3","3","1","1","190","","","","314","314","314","CPJADAKE_01384","EJKBOHLF_00807","MCNKEKOJ_02025"
"purB","","Adenylosuccinate lyase","3","3","1","1","965","","","","1298","1298","1298","CPJADAKE_01362","EJKBOHLF_00845","MCNKEKOJ_01238"
"group_167","","hypothetical protein","3","3","1","2","73","","","","110","110","110","CPJADAKE_01225","EJKBOHLF_01967","MCNKEKOJ_01519"
"glnA","","Glutamine synthetase","3","3","1","1","1063","","","","1346","1346","1346","CPJADAKE_00123","EJKBOHLF_01334","MCNKEKOJ_01511"
"group_1671","","hypothetical protein","3","3","1","3","108","","","","821","821","821","CPJADAKE_00773","EJKBOHLF_01540","MCNKEKOJ_00430"
"group_1672","","hypothetical protein","3","3","1","1","94","","","","188","188","188","CPJADAKE_01430","EJKBOHLF_00938","MCNKEKOJ_00791"
"group_1673","","hypothetical protein","3","3","1","1","591","","","","452","452","452","CPJADAKE_01447","EJKBOHLF_01416","MCNKEKOJ_00686"
"rplX","","50S ribosomal protein L24","3","3","1","1","1328","","","","305","305","305","CPJADAKE_00835","EJKBOHLF_00341","MCNKEKOJ_00533"
"guaA","","GMP synthase [glutamine-hydrolyzing]","3","3","1","1","933","","","","1562","1562","1562","CPJADAKE_00183","EJKBOHLF_00432","MCNKEKOJ_00268"
"group_1676","","hypothetical protein","3","3","1","1","401","","","","383","383","383","CPJADAKE_00204","EJKBOHLF_00403","MCNKEKOJ_00299"
"atpC","","ATP synthase epsilon chain","3","3","1","1","882","","","","419","419","419","CPJADAKE_00132","EJKBOHLF_01895","MCNKEKOJ_00216"
"accC","","Biotin carboxylase","3","3","1","1","1129","","","","1367","1367","1367","CPJADAKE_00067","EJKBOHLF_00257","MCNKEKOJ_00876"
"mecA","","Adapter protein MecA","3","3","1","1","354","","","","737","737","737","CPJADAKE_00251","EJKBOHLF_01219","MCNKEKOJ_00345"
"group_168","","hypothetical protein","3","3","1","2","76","","","","545","590","575","CPJADAKE_01228","EJKBOHLF_01970","MCNKEKOJ_01522"
"adh_1","","Alcohol dehydrogenase","3","3","1","9","69","","","","1058","1058","1058","CPJADAKE_01137","EJKBOHLF_01025","MCNKEKOJ_01301"
"thrS","","Threonine--tRNA ligase","3","3","1","1","729","","","","1943","1943","1943","CPJADAKE_00518","EJKBOHLF_00118","MCNKEKOJ_00056"
"uppP","","Undecaprenyl-diphosphatase","3","3","1","1","1101","","","","845","845","845","CPJADAKE_00096","EJKBOHLF_00284","MCNKEKOJ_02007"
"yjjP","","Inner membrane protein YjjP","3","3","1","1","634","","","","758","758","758","CPJADAKE_01709","EJKBOHLF_00029","MCNKEKOJ_00645"
"group_1684","","Nucleoid-associated protein","3","3","1","1","188","","","","299","299","299","CPJADAKE_01386","EJKBOHLF_00805","MCNKEKOJ_02027"
"hpf","","Ribosome hibernation promotion factor","3","3","1","3","122","","","","548","548","548","CPJADAKE_00759","EJKBOHLF_01589","MCNKEKOJ_00414"
"rpmB","","50S ribosomal protein L28","3","3","1","1","1116","","","","188","188","188","CPJADAKE_00081","EJKBOHLF_00269","MCNKEKOJ_00888"
